,movie_id,cast_id,cast_character,actor_id,cast_name
55,31357,21.0,James Wheeler,10814.0,Wesley Snipes
56,11862,1.0,George Banks,67773.0,Steve Martin
57,11862,2.0,Nina Banks,3092.0,Diane Keaton
58,11862,3.0,Franck Eggelhoffer,519.0,Martin Short
59,11862,4.0,Annie Banks-MacKenzie,70696.0,Kimberly Williams-Paisley
60,11862,13.0,Bryan MacKenzie,59222.0,George Newbern
61,11862,14.0,Matty Banks,18793.0,Kieran Culkin
62,11862,15.0,Howard Weinstein,14592.0,BD Wong
63,11862,16.0,John MacKenzie,20906.0,Peter Michael Goetz
64,11862,17.0,Joanna MacKenzie,54348.0,Kate McGregor-Stewart
65,11862,18.0,Dr. Megan Eisenberg,209.0,Jane Adams
66,11862,19.0,Mr. Habib,26510.0,Eugene Levy
67,11862,20.0,Wife Mrs. Habib,24358.0,Lori Alan
68,949,25.0,Lt. Vincent Hanna,1158.0,Al Pacino
69,949,26.0,Neil McCauley,380.0,Robert De Niro
70,949,27.0,Chris Shiherlis,5576.0,Val Kilmer
71,949,28.0,Nate,10127.0,Jon Voight
72,949,29.0,Michael Cheritto,3197.0,Tom Sizemore
73,949,30.0,Justine Hanna,6200.0,Diane Venora
74,949,31.0,Eady,15851.0,Amy Brenneman
75,949,32.0,Charlene Shiherlis,15852.0,Ashley Judd
76,949,33.0,Sergeant Drucker,34.0,Mykelti Williamson
77,949,38.0,Lauren Gustafson,524.0,Natalie Portman
78,949,35.0,Bosko,15854.0,Ted Levine
79,949,39.0,Kelso,119232.0,Tom Noonan
80,949,41.0,Richard Torena,31004.0,Tone Loc
81,949,42.0,Alan Marciano,5587.0,Hank Azaria
82,949,34.0,Detective Casals,15853.0,Wes Studi
83,949,36.0,Donald Breedan,352.0,Dennis Haysbert
84,949,46.0,Trejo,11160.0,Danny Trejo
85,949,47.0,Hugh Benny,9290.0,Henry Rollins
86,949,37.0,Roger Van Zant,886.0,William Fichtner
87,949,43.0,Waingro,34839.0,Kevin Gage
88,949,44.0,Elaine Cheritto,4158.0,Susan Traylor
89,949,48.0,Schwartz,86602.0,Jerry Trimble
90,949,50.0,Albert Torena,158452.0,Ricky Harris
91,949,54.0,Dr. Bob,12799.0,Jeremy Piven
92,949,55.0,Ralph,3982.0,Xander Berkeley
93,949,51.0,Anna Trejo,181343.0,Begonya Plaza
94,949,56.0,Armoured Guard,81687.0,Rick Avery
95,949,52.0,Hooker's Mother,91756.0,Hazelle Goodman
96,949,53.0,Timmons,160970.0,Ray Buktenica
97,949,59.0,Shooter at Drive-in,175600.0,Max Daniels
98,949,60.0,Driver at Drive-in,12879.0,Vince Deadrick Jr.
99,949,96.0,Officer Bruce,9258.0,Steven Ford
100,949,97.0,Claudia,167501.0,Farrah Forke
101,949,99.0,Bosko's Date,95145.0,Patricia Healy
102,949,100.0,Sergeant Heinz,58535.0,Paul Herman
103,949,101.0,Rachel,161939.0,Cindy Katz
104,949,102.0,Captain Jackson,6580.0,Brian Libby
105,949,104.0,Harry Dieter,95796.0,Dan Martin
106,949,109.0,Bank Guard,166543.0,Mario Roberts
107,949,110.0,Armoured Truck Driver,43010.0,"Thomas Rosales, Jr."
108,949,112.0,Hostage Girl,37252.0,Yvonne Zima
109,949,116.0,1st SIS Detective in the hallway (uncredited),1457709.0,Mick Gould
110,949,115.0,"Solenko, Restaurant Manager (uncredited)",4971.0,Bud Cort
111,949,123.0,Castilian Woman (uncredited),941147.0,Viviane Vives
112,949,45.0,Lillian,17358.0,Kim Staunton
113,949,49.0,Construction Clerk,4790.0,Martin Ferrero
114,949,57.0,Children's Hospital Doctor,1090464.0,Brad Baldridge
115,949,58.0,Dominick,1090465.0,Andrew Camuccio
116,949,94.0,Bartender,1576419.0,Kenny Endoso
117,949,95.0,Casals' Date,106714.0,Kimberly Flynn
118,949,98.0,Marcia Drucker,116153.0,Niki Harris
119,949,103.0,Armoured Guard,237923.0,Bill McIntosh
120,949,105.0,Basketball Player,4047.0,Rick Marzan
121,949,106.0,Children's Hospital Nurse,57347.0,Terry Miller
122,949,107.0,Detective,1576553.0,Daniel O'Haco
123,949,111.0,Prostitute,218094.0,Kai Soremekun
124,949,113.0,Bar Couple (uncredited),1491009.0,Peter Blackwell
125,949,114.0,Restaurant Patron (uncredited),1137847.0,Trevor Coppola
126,949,118.0,Police Woman (uncredited),1504112.0,Mary Kircher
127,949,119.0,Grocery Store Employee (uncredited),1504568.0,Darin Mangan
128,949,120.0,Cusamano (uncredited),20625.0,Robert Miranda
129,949,121.0,Grocery Store Cop (uncredited),1502517.0,Manny Perry
130,949,122.0,Waitress (uncredited),114625.0,Iva Franks Singer
131,949,124.0,Bank Guard (uncredited),1576562.0,Tim Werner
132,949,133.0,Ellis (uncredited),1584544.0,Philip Ettington
133,11860,1.0,Linus Larrabee,3.0,Harrison Ford
134,11860,2.0,Sabrina Fairchild,15887.0,Julia Ormond
135,11860,3.0,David Larrabee,17141.0,Greg Kinnear
136,11860,4.0,Mrs. Ingrid Tyson,4301.0,Angie Dickinson
137,11860,11.0,Maude Larrabee,12957.0,Nancy Marchand
138,11860,12.0,Fairchild,8937.0,John Wood
139,11860,13.0,Patrick Tyson,16554.0,Richard Crenna
140,11860,14.0,Elizabeth Tyson,34485.0,Lauren Holly
141,11860,15.0,Mack,13314.0,Dana Ivey
142,11860,16.0,Irene,20234.0,Fanny Ardant
143,11860,17.0,Louis,73827.0,Patrick Bruel
144,11860,56.0,Scott,13242.0,Paul Giamatti
145,11860,57.0,Rosa,1163.0,Miriam Colón
146,11860,58.0,Joanna,138242.0,Elizabeth Franz
147,11860,59.0,Martine,62531.0,Valérie Lemercier
148,11860,60.0,Linda,59206.0,Becky Ann Baker
149,11860,61.0,Ron,163775.0,John C. Vennema
150,11860,62.0,Nurse,452.0,Margo Martindale
151,11860,63.0,Carol,52475.0,J. Smith-Cameron
152,11860,64.0,Ticket Taker,1853632.0,Christine Luneau-Lipton
153,11860,65.0,Singer at Larrabee Party,1853633.0,Michael Dees
154,11860,66.0,Butler,153226.0,Denis Holmes
155,11860,67.0,Red Head,1853634.0,Jo-Jo Lowe
156,11860,68.0,Bartender,28029.0,Ira Wheeler
157,11860,69.0,Kelly,1853638.0,Philippa Cooper
158,11860,70.0,India,97364.0,Ayako Kawahara
159,11860,71.0,Make-Up Assistant,1317065.0,François Genty
160,11860,72.0,Assistant,6554.0,Guillaume Gallienne
161,11860,73.0,Model,37918.0,Inés Sastre
162,11860,74.0,Model,1217813.0,Phina Oruche
163,11860,75.0,Model,1853644.0,Andrea Behalikova
164,11860,76.0,Model,1115935.0,Jennifer Herrera
165,11860,77.0,Model,1853645.0,Kristina Kumlin
166,11860,78.0,Model,1853646.0,Eva Linderholm
167,11860,79.0,Paris Friend,76093.0,Carmen Chaplin
168,11860,80.0,Paris Friend,1853647.0,Micheline Van de Velde
169,11860,81.0,Paris Friend,1853651.0,Joanna Rhodes
170,11860,82.0,Paris Friend,1853653.0,Alan Boone
171,11860,83.0,Paris Friend,1460738.0,Patrick Forster-Delmas
172,11860,84.0,Paris Friend,1853654.0,Kentaro Matsuo
173,11860,85.0,Helicopter Pilot,1632066.0,Peter McKernan
174,11860,86.0,Gulf Stream Pilot,1853655.0,Ed Connelly
175,11860,87.0,Sheik,4184.0,Ronald L. Schwary
176,11860,88.0,Tyson Butler,1853657.0,Alvin Lum
177,11860,89.0,Mother in Hospital,1853658.0,Siching Song
178,11860,90.0,Father in Hospital,1357100.0,Phil Nee
179,11860,91.0,Trainer,157428.0,Randy Becker
180,11860,92.0,Secretary,1211979.0,Susan Browning
181,11860,93.0,Moroccan Waiter,1853660.0,Anthony Mondal
182,11860,94.0,Senator,1853661.0,Peter Parks
183,11860,95.0,Japanese Businessman (uncredited),1548251.0,Woodrow Asai
184,11860,96.0,Airport Employee (uncredited),1221663.0,Eric Bruno Borgman
185,11860,97.0,Head Butler (uncredited),1811338.0,Michael Cline
186,11860,98.0,Businessman in Window (uncredited),1853663.0,Christopher Del Gaudio
187,11860,99.0,Wedding Guest (uncredited),1099770.0,Philippe Hartmann
188,11860,100.0,Pizza Patron (uncredited),1853664.0,Jerry Quinn
189,11860,101.0,Ballroom Dancer (uncredited),1853665.0,Dori Rosenthal
190,45325,2.0,Tom Sawyer,53283.0,Jonathan Taylor Thomas
191,45325,3.0,Huck Finn,51214.0,Brad Renfro
192,45325,4.0,Becky Thatcher,38581.0,Rachael Leigh Cook
193,45325,5.0,Muff Potter,8316.0,Michael McShane
194,45325,6.0,Aunt Polly,87007.0,Amy Wright
195,45325,7.0,Injun Joe,57448.0,Eric Schweig
196,45325,11.0,Townsperson,102313.0,Tamara Mello
197,9091,1.0,Darren Francis Thomas McCord,15111.0,Jean-Claude Van Damme
198,9091,2.0,Joshua Foss,6280.0,Powers Boothe
199,9091,4.0,Matthew Hallmark,8656.0,Dorian Harewood
200,9091,15.0,Vizepräsident Daniel Bender,10361.0,Raymond J. Barry
201,9091,16.0,Tyler,12928.0,Ross Malinger
202,9091,17.0,Emily McCord,79088.0,Whittni Wright
203,710,1.0,James Bond,517.0,Pierce Brosnan
204,710,2.0,Alec Trevelyan,48.0,Sean Bean
205,710,3.0,Natalya Fyodorovna Simonova,10695.0,Izabella Scorupco
206,710,4.0,Xenia Onatopp,10696.0,Famke Janssen
207,710,5.0,Jack Wade,10671.0,Joe Don Baker
208,710,6.0,M,5309.0,Judi Dench
209,710,7.0,General Arkady Grigorovich Ourumov,3757.0,Gottfried John
210,710,8.0,Valentin Dmitrovich Zukovsky,1923.0,Robbie Coltrane
211,710,9.0,Boris Grishenko,10697.0,Alan Cumming
212,710,10.0,Defense Minister Dmitri Mishkin,10698.0,Tchéky Karyo
213,710,11.0,Q,9906.0,Desmond Llewelyn
214,710,12.0,Miss Moneypenny,10699.0,Samantha Bond
215,710,13.0,Bill Tanner,10648.0,Michael Kitchen
216,710,14.0,Caroline,10700.0,Serena Gordon
217,710,15.0,Severnaya Duty Officer,10701.0,Simon Kunz
218,710,37.0,Admiral Chuck Farrell,55911.0,Billy J. Mitchell
219,710,38.0,Computer Store Manager,27425.0,Constantine Gregory
220,710,39.0,Irina,6613.0,Minnie Driver
221,710,40.0,Anna,29054.0,Michelle Arthur
222,710,41.0,Mig Pilot,41742.0,Ravil Isyanov
223,9087,1.0,Andrew Shepherd,3392.0,Michael Douglas
224,9087,2.0,Sydney Ellen Wade,516.0,Annette Bening
225,9087,3.0,Lewis Rothschild,521.0,Michael J. Fox
226,9087,4.0,A.J. MacInerney,8349.0,Martin Sheen
227,9087,11.0,Robin McCall,63279.0,Anna Deavere Smith
228,9087,12.0,Lucy Shepherd,112080.0,Shawna Waldron
229,9087,13.0,Janie Basdin,20767.0,Samantha Mathis
230,9087,14.0,Leon Kodak,19839.0,David Paymer
231,9087,15.0,Senator Bob Rumson,3037.0,Richard Dreyfuss
232,9087,16.0,Beth Wade,42133.0,Nina Siemaszko
233,9087,17.0,Susan Sloan,61980.0,Wendie Malick
234,9087,18.0,Agent Cooper,78494.0,Beau Billingslea
235,9087,19.0,Esther MacInerney,42003.0,Gail Strickland
236,9087,20.0,David,131642.0,Joshua Malina
237,9087,21.0,President René Jean D'Astier,43115.0,Clement von Franckenstein
238,9087,22.0,Leo Solomon,4251.0,John Mahoney
239,9087,23.0,Chairman of the Joint Chiefs,43978.0,John Mahon
240,9087,24.0,Jeff,92808.0,Gabriel Jarret
241,12110,9.0,Count Dracula,7633.0,Leslie Nielsen
242,12110,10.0,Prof. Abraham Van Helsing,14639.0,Mel Brooks
243,12110,11.0,Mina Seward,1219.0,Amy Yasbeck
244,12110,12.0,Thomas Renfield,12688.0,Peter MacNicol
245,12110,13.0,Lucy Westenra,12812.0,Lysette Anthony
246,12110,14.0,Dr. Jack Seward,13640.0,Harvey Korman
247,12110,15.0,Jonathan Harker,6106.0,Steven Weber
248,12110,17.0,Martin,29709.0,Mark Blankfield
249,12110,18.0,Essie,53570.0,Megan Cavanagh
250,12110,19.0,Woodbridge,170185.0,Gregg Binkley
251,12110,20.0,Madame Ouspenskaya,10774.0,Anne Bancroft
252,21032,1.0,Balto (voice),4724.0,Kevin Bacon
253,21032,2.0,Boris the Goose (voice),382.0,Bob Hoskins
254,21032,8.0,Jenna (voice),2233.0,Bridget Fonda
255,21032,9.0,Steele the Sled Dog (voice),12077.0,Jim Cummings
256,21032,10.0,Muk and Luk (voice),110001.0,Phil Collins
257,21032,19.0,Young Rosy (voice),67386.0,Juliette Brewer
258,21032,20.0,Nikki (voice),19545.0,Jack Angel
259,21032,21.0,Kaltag (voice),52699.0,Danny Mann
260,21032,22.0,Star (voice),77157.0,Robbie Rist
261,21032,23.0,Dixie / Sylvie (voice),176254.0,Sandra Dickinson
262,21032,24.0,Grizzly Bear (voice),15831.0,Frank Welker
263,21032,11.0,Grandma Rosy,6199.0,Miriam Margolyes
264,21032,25.0,Rosie's granddaughter,1592266.0,Lola Bates-Campbell
265,10858,1.0,Richard Nixon,4173.0,Anthony Hopkins
266,10858,2.0,Pat Nixon,11148.0,Joan Allen
267,10858,16.0,Alexander Haig,6280.0,Powers Boothe
268,10858,13.0,E. Howard Hunt,228.0,Ed Harris
269,10858,14.0,J. Edgar Hoover,382.0,Bob Hoskins
270,10858,15.0,John Mitchell,5249.0,E.G. Marshall
271,10858,17.0,Ron Ziegler,19839.0,David Paymer
272,10858,18.0,John Dean,11076.0,David Hyde Pierce
273,10858,4.0,Henry Kissinger,7004.0,Paul Sorvino
274,10858,20.0,Hannah Nixon,2453.0,Mary Steenburgen
275,10858,3.0,John Ehrlichman,22131.0,J.T. Walsh
276,10858,21.0,H.R. Haldeman,4512.0,James Woods
277,10858,22.0,Clyde Tolson,70843.0,Brian Bedford
278,10858,23.0,Charles Colson,14721.0,Kevin Dunn
279,10858,24.0,Murray Chotiner,56687.0,Fyvush Finkel
280,10858,25.0,Julie Nixon Eisenhower,49425.0,Annabeth Gish
281,10858,26.0,"""Jack Jones""",6840.0,Larry Hagman
282,10858,27.0,Martha Mitchell,29803.0,Madeline Kahn
283,10858,28.0,Trini Cardoza,6486.0,Dan Hedaya
284,10858,29.0,Sandy,20751.0,Bridgette Wilson
285,10858,30.0,Frank Nixon,19453.0,Tom Bower
286,10858,31.0,Harold Nixon,3417.0,Tony Goldwyn
287,10858,32.0,Nelson Rockefeller,52995.0,Edward Herrmann
288,10858,33.0,Johnny Roselli,15183.0,Tony Lo Bianco
289,10858,34.0,Herb Klein,3712.0,Saul Rubinek
290,10858,35.0,Frank Sturgis,50880.0,Robert Beltran
291,10858,36.0,Bob,167561.0,John Cunningham
292,10858,37.0,Gordon Liddy,4942.0,John Diehl
293,10858,38.0,Earl in Training Film,11885.0,John C. McGinley
294,10858,39.0,TV Director,19654.0,Michael Chiklis
295,10858,40.0,Mao Tse-Tung,11397.0,Ric Young
296,10858,41.0,Leonid Brezhnev,230280.0,Boris Sichkin
297,10858,42.0,Richard Helms,8975.0,Sam Waterston
298,10858,43.0,Tricia Nixon Cox,6407.0,Marley Shelton
299,1408,1.0,Morgan Adams,16935.0,Geena Davis
300,1408,2.0,William Shaw,8654.0,Matthew Modine
301,1408,3.0,Dawg,8924.0,Frank Langella
302,1408,4.0,John Reed,7868.0,Maury Chaykin
303,1408,5.0,Ainstee,8979.0,Patrick Malahide
304,1408,6.0,Glasspoole,16936.0,Stan Shaw
305,1408,7.0,Mr. Blair,16937.0,Rex Linn
306,1408,8.0,Snelgrave,13925.0,Paul Dillon
307,1408,26.0,Bowen,35769.0,Christopher Masterson
308,1408,27.0,Scully,133771.0,Jimmie F. Skaggs
309,1408,28.0,Black Harry,1166.0,Harris Yulin
310,1408,29.0,Bishop,127166.0,Carl Chase
311,1408,30.0,Fiddler Pirate,1220350.0,Peter Geeves
312,1408,31.0,Captain Trotter,1252814.0,Angus Wright
313,1408,32.0,Toussant,91662.0,Ken Bones
314,1408,33.0,Lady,31294.0,Mary Peach
315,1408,34.0,Lieutenant,17202.0,Thomas Lockyer
316,1408,35.0,Auctioneer,1649736.0,Roger Booth
317,1408,36.0,Mordachai Fingers,90625.0,George Murcell
318,1408,37.0,Bartender,1117347.0,Simon Atherton
319,1408,38.0,Executioner,1495190.0,Dickey Beer
320,1408,39.0,Hastings,1466675.0,Christopher Halliday
321,1408,40.0,Helmsman,1420324.0,Chris Johnston
322,1408,41.0,Snake the Lookout,16792.0,Richard Leaf
323,1408,42.0,Fleming,2480.0,Tam White
324,1408,43.0,Captain Perkins,2479.0,Rupert Vansittart
325,1408,44.0,Dawg's Pirate,19704.0,Nick Bartlett
326,1408,45.0,Dawg's Pirate,1715.0,David Bailie
327,1408,46.0,Dawg's Pirate,1221761.0,Kwame Kwei-Armah
328,1408,47.0,Dawg's Pirate,178622.0,Ramon Tikaram
329,1408,48.0,Dawg's Pirate,64102.0,Christopher Adamson
330,524,4.0,Sam 'Ace' Rothstein,380.0,Robert De Niro
331,524,5.0,Ginger McKenna,4430.0,Sharon Stone
332,524,6.0,Nicky Santoro,4517.0,Joe Pesci
333,524,7.0,Lester Diamond,4512.0,James Woods
334,524,11.0,Billy Sherbert,7167.0,Don Rickles
335,524,13.0,Andy Stone,7169.0,Alan King
336,524,10.0,Phillip Green,7166.0,Kevin Pollak
337,524,9.0,Remo Gaggi,7165.0,Pasquale Cajano
338,524,27.0,Pat Webb,8262.0,L.Q. Jones
339,524,28.0,Sénateur,166789.0,Dick Smothers
340,524,8.0,Frank Marino,7164.0,Frank Vincent
341,524,20.0,Oscar Goodman,7424.0,Oscar Goodman
342,524,29.0,Charlie Clark,18262.0,Richard Riehle
343,524,31.0,Mme Piscano,11483.0,Catherine Scorsese
344,524,12.0,Artie Piscano,7168.0,Vinny Vella
345,524,21.0,Ichikawa,7425.0,Nobu Matsuhisa
346,524,19.0,Amy,7423.0,Erika von Tagen
347,524,22.0,Black Jack-Groupier,7444.0,Nick Mazzola
348,524,32.0,David,107020.0,David Rose
349,524,33.0,Don Ward,99906.0,John Bloom
350,524,34.0,Vincent Borelli,13605.0,Joseph Rigano
351,524,35.0,Dominick Santoro,14332.0,Philip Suriano
352,524,36.0,Jennifer Santoro,105623.0,Melissa Prophet
353,524,37.0,John Nance,1574239.0,Bill Allison
354,524,38.0,Signaller,96901.0,Joe La Due
355,524,39.0,Winner,7531.0,Joseph P. Reidy
356,524,40.0,Cowboy,1738942.0,Craig Vincent
357,524,41.0,Tony Dogs,42824.0,Carl Ciarfalio
358,524,42.0,Vinny Forlano,39599.0,Gene Ruffini
359,524,43.0,Americo Capelli,1204013.0,Dominick Grieco
360,524,44.0,Sal Fusco,17921.0,Clem Caserta
361,524,45.0,Doctor Dan,120303.0,Daniel P. Conte
362,524,46.0,Stabbed Gambler,583419.0,Joey DePinto
363,524,47.0,Baker,122124.0,Jack Orend
364,524,48.0,Gambler in Phone Booth,58535.0,Paul Herman
365,524,49.0,Jack Hardy,1219275.0,Jed Mills
366,524,50.0,Trudy,553774.0,Claudia Haro
367,524,51.0,Anna Scott,1892328.0,Ffolliott Le Coque
368,524,52.0,Wiseguy Eddie,1888770.0,John Manca
369,524,53.0,Wiseguy Jerry,233121.0,Ronald Maccone
370,524,54.0,Moosh,1888773.0,Joseph Bono
371,524,55.0,Rocky,4692.0,Frank Adonis
372,524,56.0,Bookie,58474.0,Anthony Russell
373,524,57.0,LA Banker,1183497.0,Stuart Nisbet
374,524,58.0,Chastised Gambler,1644894.0,Alfred Nittoli
375,4584,6.0,Marianne Dashwood,204.0,Kate Winslet
376,4584,7.0,Elinor Dashwood,7056.0,Emma Thompson
377,4584,8.0,Edward Ferrars,3291.0,Hugh Grant
378,4584,9.0,Mr. Dashwood,207.0,Tom Wilkinson
379,4584,10.0,Col. Christopher Brandon,4566.0,Alan Rickman
380,4584,11.0,Lucy Steele,20769.0,Imogen Stubbs
381,4584,12.0,John Willoughby,16700.0,Greg Wise
382,4584,13.0,Mr. Palmer,41419.0,Hugh Laurie
383,4584,14.0,Charlotte Jennings Palmer,11356.0,Imelda Staunton
384,4584,15.0,Sir John Middleton,23076.0,Robert Hardy
385,4584,16.0,Doctor Harris,31923.0,Oliver Ford Davies
386,4584,17.0,John Dashwood,10726.0,James Fleet
387,4584,18.0,Fanny Ferrars Dashwood,17477.0,Harriet Walter
388,4584,19.0,Mrs. Dashwood,9138.0,Gemma Jones
389,4584,20.0,Margaret Dashwood,937907.0,Emilie François
390,4584,21.0,Mrs. Jennings,1220119.0,Elizabeth Spriggs
391,4584,22.0,Robert Ferrars,141551.0,Richard Lumsden
392,5,42.0,Ted the Bellhop,3129.0,Tim Roth
393,5,31.0,Man,3131.0,Antonio Banderas
394,5,29.0,Angela,3130.0,Jennifer Beals
395,5,25.0,Elspeth,3125.0,Madonna
396,5,41.0,Margaret,3141.0,Marisa Tomei
397,5,43.0,Leo,62.0,Bruce Willis
398,5,38.0,Chester Rush,138.0,Quentin Tarantino
399,5,22.0,Jezebel,3122.0,Sammi Davis
400,5,23.0,Diana,3123.0,Amanda de Cadenet
401,5,24.0,Athena,3124.0,Valeria Golino
402,5,27.0,Raven,3127.0,Lili Taylor
403,5,39.0,Long Hair Yuppy Scum,2545.0,Lawrence Bender
404,5,26.0,Eva,3126.0,Ione Skye
405,5,28.0,Kiva,3128.0,Alicia Witt
406,5,30.0,Siegfried,2555.0,David Proval
407,5,32.0,Sarah,3132.0,Lana McKissack
408,5,34.0,Wife,3134.0,Tamlyn Tomita
409,5,40.0,Betty,3138.0,Kathy Griffin
410,5,37.0,Norman,3137.0,Paul Calderon
411,5,36.0,TV Dancing Girl,3136.0,Salma Hayek
412,5,33.0,Corpse,3133.0,Patricia Vonne
413,5,35.0,Juancho,3135.0,Danny Verduzco
414,5,44.0,Hooker,37336.0,Kimberly Blair
415,5,45.0,Sam the Bellhop,3140.0,Marc Lawrence
416,9273,1.0,Ace Ventura,206.0,Jim Carrey
417,9273,2.0,Fulton Greenwall,3547.0,Ian McNeice
418,9273,3.0,Vincent Cadby,4001.0,Simon Callow
419,9273,4.0,Ouda,57096.0,Maynard Eziashi
420,9273,15.0,Burton Quinn,4029.0,Bob Gunton
421,9273,16.0,The Wachati Princess,2598.0,Sophie Okonedo
422,9273,17.0,The Tiny Warrior,88059.0,Tommy Davidson
423,9273,18.0,Hitu,31164.0,Adewale Akinnuoye-Agbaje
424,9273,19.0,Wachootoo Witch Doctor,1080060.0,Danny D. Daniels
425,9273,20.0,Wachootoo Chief,1080061.0,Sam Motoana Phillips
426,9273,21.0,Wachati Chief,172354.0,Damon Standifer
427,9273,22.0,Mick Katie,158324.0,Andrew Steel
428,9273,23.0,Gahjii,27752.0,Bruce Spence
429,9273,24.0,Derrick McCane,171303.0,Tom Grunke
430,9273,25.0,Ashram Monk,1080062.0,Arsenio 'Sonny' Trinidad
431,11517,1.0,John,10814.0,Wesley Snipes
432,11517,3.0,Charlie,57755.0,Woody Harrelson
433,11517,4.0,Grace Santiago,16866.0,Jennifer Lopez
434,11517,5.0,Donald Patterson,9287.0,Robert Blake
435,11517,17.0,Torch,2955.0,Chris Cooper
436,11517,18.0,Riley,4887.0,Joe Grifasi
437,11517,19.0,Mr. Brown,32287.0,Scott Sowers
438,11517,20.0,Kowalski,33658.0,Skipp Sudduth
439,11517,21.0,Woman on Platform,106791.0,Aida Turturro
440,11517,22.0,Gambler,47774.0,Vincent Pastore
441,11517,23.0,Dooley,15029.0,Enrico Colantoni
442,11517,24.0,Crash Train Motorman,5502.0,Bill Nunn
443,11517,59.0,Crosswalk Child,203801.0,Katie Gill
444,11517,60.0,Guard,15372.0,Jeremy Roberts
445,11517,61.0,Decoy Cop,1811956.0,Joe Bacino
446,8012,1.0,Chili Palmer,8891.0,John Travolta
447,8012,2.0,Harry Zimm,193.0,Gene Hackman
448,8012,3.0,Karen Flores,14343.0,Rene Russo
449,8012,4.0,Martin Weir,518.0,Danny DeVito
450,8012,5.0,Ray 'Bones' Barboni,1117.0,Dennis Farina
451,8012,6.0,Bo Catlett,18792.0,Delroy Lindo
452,8012,7.0,Bear,4691.0,James Gandolfini
453,8012,8.0,Ronnie Wingate,9629.0,Jon Gries
454,8012,9.0,Nicki,53600.0,Renee Props
455,8012,10.0,Leo Devoe,19839.0,David Paymer
