,movie_id,crew_department,crew_id,crew_job,crew_name
0,862,Visual Effects,1176752.0,Character Designer,Dan Haskett
0,862,Visual Effects,1088034.0,Character Designer,Tom Holloway
0,862,Visual Effects,1447465.0,Character Designer,Jean Gillmore
0,862,Directing,1748709.0,Layout,Desirée Mourad
0,862,Art,1748710.0,Set Dresser,Kelly O'Connell
0,862,Art,1443471.0,Set Dresser,Sonoko Konishi
0,862,Art,1748711.0,Set Dresser,Ann M. Rockwell
0,862,Editing,1748712.0,Editorial Manager,Julie M. McDonald
0,862,Editing,1589729.0,Assistant Editor,Robin Lee
0,862,Editing,1748716.0,Assistant Editor,Tom Freeman
0,862,Editing,1748717.0,Assistant Editor,Ada Cochavi
0,862,Editing,1336438.0,Assistant Editor,Dana Mulligan
0,862,Editing,1748718.0,Editorial Coordinator,Deirdre Morrison
0,862,Production,1748719.0,Production Coordinator,Lori Lombardo
0,862,Production,1748720.0,Production Coordinator,Ellen Devine
0,862,Crew,1468014.0,Unit Publicist,Lauren Beth Strogoff
0,862,Sound,2216.0,Sound Re-Recording Mixer,Gary Rydstrom
0,862,Sound,1425978.0,Sound Re-Recording Mixer,Gary Summers
0,862,Sound,8276.0,Supervising Sound Editor,Tim Holland
0,862,Sound,7069.0,Sound Effects Editor,Pat Jackson
0,862,Crew,15894.0,Sound Design Assistant,Tom Myers
0,862,Sound,1414177.0,Assistant Sound Editor,J.R. Grubbs
0,862,Sound,1748724.0,Assistant Sound Editor,Susan Sanford
0,862,Sound,1748725.0,Assistant Sound Editor,Susan Popovic
0,862,Sound,8067.0,Assistant Sound Editor,Dan Engstrom
0,862,Production,7902.0,Casting Consultant,Ruth Lambert
0,862,Production,84493.0,ADR Voice Casting,Mickie McGowan
1,8844,Production,511.0,Executive Producer,Larry J. Franco
1,8844,Writing,876.0,Screenplay,Jonathan Hensleigh
1,8844,Sound,1729.0,Original Music Composer,James Horner
1,8844,Directing,4945.0,Director,Joe Johnston
1,8844,Editing,4951.0,Editor,Robert Dalva
1,8844,Production,4952.0,Casting,Nancy Foy
1,8844,Visual Effects,8023.0,Animation Supervisor,Kyle Balda
1,8844,Art,9967.0,Production Design,James D. Bissell
1,8844,Production,9184.0,Producer,Scott Kroopf
1,8844,Production,9196.0,Executive Producer,Ted Field
1,8844,Production,18389.0,Executive Producer,Robert W. Cort
1,8844,Camera,11371.0,Director of Photography,Thomas E. Ackerman
1,8844,Writing,42356.0,Novel,Chris van Allsburg
1,8844,Production,42357.0,Producer,William Teitler
1,8844,Writing,56520.0,Screenplay,Greg Taylor
1,8844,Writing,56521.0,Screenplay,Jim Strain
2,15602,Directing,26502.0,Director,Howard Deutch
2,15602,Writing,16837.0,Characters,Mark Steven Johnson
2,15602,Writing,16837.0,Writer,Mark Steven Johnson
2,15602,Crew,1551320.0,Sound Recordist,Jack Keller
3,31357,Directing,2178.0,Director,Forest Whitaker
3,31357,Writing,5144.0,Screenplay,Ronald Bass
3,31357,Production,5144.0,Producer,Ronald Bass
3,31357,Production,21968.0,Producer,Ezra Swerdlow
3,31357,Production,70592.0,Producer,Deborah Schindler
3,31357,Writing,111118.0,Screenplay,Terry McMillan
3,31357,Production,111118.0,Executive Producer,Terry McMillan
3,31357,Writing,111118.0,Novel,Terry McMillan
3,31357,Sound,1079697.0,Original Music Composer,Kenneth Edmonds
3,31357,Production,1087695.0,Producer,Caron K
4,11862,Sound,37.0,Original Music Composer,Alan Silvestri
4,11862,Camera,5506.0,Director of Photography,Elliot Davis
4,11862,Writing,17698.0,Screenplay,Nancy Meyers
4,11862,Production,17698.0,Producer,Nancy Meyers
4,11862,Writing,26160.0,Screenplay,Albert Hackett
4,11862,Directing,56106.0,Director,Charles Shyer
4,11862,Editing,68755.0,Editor,Adam Bernardi
5,949,Directing,638.0,Director,Michael Mann
5,949,Writing,638.0,Screenplay,Michael Mann
5,949,Production,1254.0,Producer,Art Linson
5,949,Production,638.0,Producer,Michael Mann
5,949,Sound,5581.0,Original Music Composer,Elliot Goldenthal
5,949,Camera,11099.0,Director of Photography,Dante Spinotti
5,949,Editing,15840.0,Editor,Pasquale Buba
5,949,Editing,15841.0,Editor,William Goldenberg
5,949,Editing,15842.0,Editor,Dov Hoenig
5,949,Editing,1047.0,Editor,Tom Rolf
5,949,Production,897.0,Casting,Bonnie Timmermann
5,949,Art,11411.0,Production Design,Neil Spisak
5,949,Art,15843.0,Art Direction,Margie Stone McShirley
5,949,Costume & Make-Up,8527.0,Costume Design,Deborah Lynn Scott
5,949,Sound,1305.0,Music Editor,Bill Abbott
5,949,Sound,14765.0,Supervising Sound Editor,Per Hallberg
5,949,Crew,15847.0,Special Effects Coordinator,Terry D. Frazee
5,949,Crew,15848.0,Special Effects,Paul H. Haines Jr.
5,949,Visual Effects,15849.0,Visual Effects Supervisor,Neil Krepela
5,949,Crew,13458.0,Stunt Coordinator,Joel Kramer
5,949,Crew,15850.0,Stunts,Tony Brubaker
5,949,Art,13677.0,Set Decoration,Anne H. Ahrens
5,949,Costume & Make-Up,1535950.0,Costume Supervisor,Darryl M. Athons
5,949,Directing,1478953.0,Script Supervisor,Cate Hardman
5,949,Production,1424046.0,Casting,Jane Brody
5,949,Crew,1550830.0,Special Effects,Donald Frazee
5,949,Art,1479277.0,Art Department Coordinator,Oscar Mazzola
5,949,Art,4727.0,Assistant Art Director,Dianne Wager
5,949,Art,1404308.0,Construction Coordinator,Anthony Lattanzio
5,949,Costume & Make-Up,1535949.0,Assistant Costume Designer,David Le Vey
5,949,Costume & Make-Up,8870.0,Hairstylist,Leonard Engelman
5,949,Costume & Make-Up,16551.0,Hairstylist,Ilona Herman
5,949,Costume & Make-Up,15846.0,Key Hair Stylist,Vera Mitchell
5,949,Costume & Make-Up,15845.0,Makeup Artist,John Caglione Jr.
5,949,Costume & Make-Up,14653.0,Makeup Artist,Ken Diaz
5,949,Editing,1535951.0,Dialogue Editor,Neal J. Anderson
5,949,Editing,1391385.0,Dialogue Editor,Duncan Burns
5,949,Editing,1406826.0,Dialogue Editor,Hector C. Gika
5,949,Sound,1392084.0,Supervising Sound Editor,Larry Kemp
5,949,Editing,1392901.0,Dialogue Editor,Lauren Stephens
5,949,Camera,1409831.0,Camera Operator,Gary Jay
5,949,Camera,21118.0,Steadicam Operator,James Muro
5,949,Camera,1412205.0,Still Photographer,Frank Connor
5,949,Camera,1403479.0,First Assistant Camera,Duane Manwiller
5,949,Camera,1347763.0,First Assistant Camera,Chris Moseley
5,949,Lighting,1415635.0,Rigging Gaffer,Frank Dorowsky
5,949,Sound,1406905.0,Music Editor,Michael Connell
5,949,Sound,75002.0,Music Supervisor,Budd Carr
5,949,Editing,60592.0,First Assistant Editor,Matthew Booth
5,949,Editing,1433743.0,First Assistant Editor,Vicki Hiatt
5,949,Editing,1405208.0,First Assistant Editor,Thomas R. Bryant
5,949,Editing,1432026.0,First Assistant Editor,Ray Boniker
5,949,Sound,1401687.0,Sound Re-Recording Mixer,Anna Behlmer
5,949,Sound,16177.0,Sound Re-Recording Mixer,Ron Bartlett
5,949,Sound,1368864.0,Sound Re-Recording Mixer,Chris Jenkins
5,949,Sound,1338976.0,Sound Re-Recording Mixer,Andy Nelson
5,949,Sound,1544638.0,Sound Re-Recording Mixer,Mark Smith
5,949,Crew,1576553.0,Stunts,Daniel O'Haco
5,949,Crew,1457709.0,Technical Supervisor,Mick Gould
5,949,Crew,1576562.0,Stunts,Tim Werner
5,949,Production,639.0,Executive Producer,Pieter Jan Brugge
5,949,Production,944682.0,Associate Producer,Gusmano Cesaretti
5,949,Production,376.0,Executive Producer,Arnon Milchan
5,949,Production,1494667.0,Unit Production Manager,Christopher Cronyn
5,949,Directing,212137.0,Assistant Director,Michael Waxman
5,949,Production,1535952.0,Casting Associate,Alison E. McBryde
5,949,Costume & Make-Up,1392142.0,Set Costumer,Marsha Bozeman
5,949,Crew,548451.0,Digital Effects Supervisor,Jeff Wells
5,949,Crew,142157.0,Stunts,Doug Coleman
5,949,Crew,1629423.0,Sound Recordist,Philip Rogers
5,949,Sound,15178.0,Additional Soundtrack,Jimmy Webb
6,11860,Directing,2226.0,Director,Sydney Pollack
6,11860,Writing,70846.0,Screenplay,Barbara Benedek
6,11860,Production,2226.0,Producer,Sydney Pollack
6,11860,Sound,491.0,Original Music Composer,John Williams
6,11860,Editing,10640.0,Editor,Fredric Steinkamp
6,11860,Production,2997.0,Producer,Scott Rudin
6,11860,Production,5490.0,Casting,David Rubin
6,11860,Art,1718.0,Production Design,Brian Morris
6,11860,Writing,11056.0,Screenplay,David Rayfiel
6,11860,Costume & Make-Up,10199.0,Makeup Artist,Peter Robb-King
6,11860,Costume & Make-Up,142152.0,Makeup Artist,Bernadette Mazur
6,11860,Costume & Make-Up,32489.0,Makeup Artist,Joseph A. Campayno
6,11860,Costume & Make-Up,83118.0,Hairstylist,Lynda Gurasich
6,11860,Costume & Make-Up,1565199.0,Hairstylist,Stephen G. Bishop
6,11860,Costume & Make-Up,543194.0,Co-Costume Designer,Gary Jones
6,11860,Costume & Make-Up,5493.0,Costume Design,Ann Roth
6,11860,Art,18173.0,Set Decoration,George DeTitta Jr.
6,11860,Art,1467272.0,Set Decoration,Amy Marshall
6,11860,Art,1535947.0,Art Department Coordinator,Miriam Schapiro
6,11860,Sound,91092.0,Sound mixer,Danny Michael
6,11860,Sound,1387195.0,Sound Re-Recording Mixer,Adam Jenkins
6,11860,Sound,1368864.0,Sound Re-Recording Mixer,Chris Jenkins
6,11860,Sound,1345595.0,Sound Re-Recording Mixer,Scott Millan
6,11860,Sound,1404218.0,Supervising Sound Effects Editor,Myron Nettinga
6,11860,Sound,1565200.0,Sound Effects Editor,Mitch Gettleman
6,11860,Sound,1565201.0,Sound Effects Editor,Joe Earle
6,11860,Sound,1392125.0,Supervising Sound Editor,J. Paul Huntsman
6,11860,Sound,91096.0,Boom Operator,Andrew Schmetterling
6,11860,Editing,95836.0,Dialogue Editor,Adam Sawelson
6,11860,Editing,1555703.0,Dialogue Editor,Barbara Issak
6,11860,Editing,1399061.0,Dialogue Editor,Benjamin Beardwood
6,11860,Directing,1464541.0,Script Supervisor,Mary A. Kelly
6,11860,Camera,1391583.0,Still Photographer,Myles Aronowitz
6,11860,Camera,1194262.0,Still Photographer,Brian Hamill
6,11860,Camera,20844.0,Camera Operator,Giovanni Fiore Coltellacci
6,11860,Camera,15131.0,Director of Photography,Giuseppe Rotunno
6,11860,Production,53346.0,Casting Associate,Kate Dowd
6,11860,Costume & Make-Up,957570.0,Assistant Costume Designer,Juliet Polcsa
6,11860,Costume & Make-Up,18513.0,Assistant Costume Designer,Michelle Matland
6,11860,Costume & Make-Up,1177713.0,Costume Supervisor,Donna Maloney
6,11860,Editing,1565207.0,First Assistant Editor,Karl F. Steinkamp
6,11860,Production,11058.0,Executive Producer,Lindsay Doran
6,11860,Production,4184.0,Executive Producer,Ronald L. Schwary
6,11860,Art,17220.0,Art Direction,John Kasarda
6,11860,Production,1582414.0,Production Manager,Jean-Pierre Avice
6,11860,Production,1748870.0,Production Supervisor,Thomas A. Imperato
6,11860,Production,4184.0,Production Manager,Ronald L. Schwary
6,11860,Production,1853722.0,Casting Assistant,Bill Kaufman
6,11860,Production,1720.0,Casting Associate,Ronna Kress
6,11860,Production,9028.0,Location Manager,Sandrine Ageorges
6,11860,Production,1123059.0,Location Manager,Joseph E. Iberti
6,11860,Production,1853729.0,Production Coordinator,Joanny Carpentier
6,11860,Production,1002581.0,Production Coordinator,Katherine Kennedy
7,45325,Writing,2075.0,Screenplay,David Loughery
7,45325,Writing,7775.0,Screenplay,Stephen Sommers
7,45325,Directing,18357.0,Director,Peter Hewitt
7,45325,Writing,72225.0,Novel,Mark Twain
8,9091,Directing,37710.0,Director,Peter Hyams
8,9091,Writing,53300.0,Screenplay,Karen Elise Baldwin
8,9091,Writing,56953.0,Screenplay,Gene Quintano
8,9091,Production,56032.0,Producer,Moshe Diamant
8,9091,Production,56954.0,Producer,Anders P. Jensen
8,9091,Production,53299.0,Producer,Howard Baldwin
8,9091,Sound,4500.0,Music,John Debney
8,9091,Camera,37710.0,Director of Photography,Peter Hyams
8,9091,Editing,11410.0,Editor,Steven Kemper
9,710,Directing,10702.0,Director,Martin Campbell
9,710,Writing,9856.0,Characters,Ian Fleming
9,710,Writing,10704.0,Screenplay,Jeffrey Caine
9,710,Writing,10705.0,Screenplay,Bruce Feirstein
9,710,Production,10666.0,Producer,Barbara Broccoli
9,710,Production,10493.0,Executive Producer,Tom Pevsner
9,710,Sound,996.0,Original Music Composer,Eric Serra
9,710,Sound,1459.0,Songs,Tina Turner
9,710,Camera,10709.0,Director of Photography,Phil Meheux
9,710,Editing,5056.0,Editor,Terry Rawlings
9,710,Production,10496.0,Casting,Debbie McWilliams
9,710,Art,8524.0,Production Design,Peter Lamont
9,710,Art,10710.0,Art Direction,Andrew Ackland-Snow
9,710,Art,10711.0,Art Direction,Kathrin Brunner
9,710,Art,10712.0,Art Direction,Charles Dwight Lee
9,710,Art,8526.0,Set Decoration,Michael Ford
9,710,Costume & Make-Up,10714.0,Costume Design,Lindy Hemming
9,710,Production,69678.0,Producer,Michael G. Wilson
9,710,Production,10706.0,Producer,Anthony Waye
9,710,Writing,10703.0,Story,Michael France
9,710,Art,1593072.0,Assistant Art Director,Michael Boone
9,710,Art,10788.0,Assistant Art Director,Steven Lawrence
9,710,Art,1727828.0,Construction Coordinator,Tony Graysmark
9,710,Art,1325211.0,Supervising Art Director,Neil Lamont
9,710,Production,18457.0,Casting,Pam Dixon
9,710,Sound,5062.0,Music Editor,Robert Hathaway
9,710,Crew,1532215.0,Armorer,Charles Bodycomb
9,710,Directing,1398136.0,Script Supervisor,June Randall
9,710,Camera,40747.0,Camera Operator,Harvey Harrison
9,710,Camera,1408816.0,Camera Operator,Roger Pearce
9,710,Camera,1485317.0,Camera Operator,Herbert Raditschnig
9,710,Camera,1189807.0,Camera Operator,Tim Wooster
9,710,Camera,1425502.0,Still Photographer,Keith Hamshere
9,710,Camera,1427545.0,Still Photographer,George Whitear
9,710,Lighting,1727833.0,Gaffer,Bill Pochetty
9,710,Lighting,1727834.0,Gaffer,Luigi Bisioli
9,710,Lighting,1727835.0,Gaffer,Steve Foster
9,710,Visual Effects,1081073.0,Special Effects Supervisor,Chris Corbould
9,710,Visual Effects,1392704.0,Visual Effects Coordinator,Mara Bryan
9,710,Crew,1413507.0,Visual Effects Editor,Tim Grover
9,710,Editing,38362.0,Dialogue Editor,Peter Musgrave
9,710,Sound,1340118.0,Sound Re-Recording Mixer,Michael A. Carter
9,710,Sound,1561880.0,Sound Re-Recording Mixer,Graham V. Hartstone
9,710,Sound,40818.0,Sound Re-Recording Mixer,John Hayward
9,710,Sound,9854.0,Supervising Sound Editor,Jim Shields
9,710,Sound,1576017.0,Sound Recordist,David John
10,9087,Camera,2702.0,Director of Photography,John Seale
10,9087,Directing,3026.0,Director,Rob Reiner
10,9087,Production,3026.0,Producer,Rob Reiner
10,9087,Editing,3032.0,Editor,Robert Leighton
10,9087,Sound,9251.0,Music,Marc Shaiman
10,9087,Writing,13520.0,Screenplay,Aaron Sorkin
11,12110,Editing,4057.0,Editor,Adam Weiss
11,12110,Writing,14639.0,Screenplay,Mel Brooks
11,12110,Directing,14639.0,Director,Mel Brooks
11,12110,Production,14639.0,Producer,Mel Brooks
11,12110,Sound,53839.0,Music,Hummie Mann
11,12110,Camera,53840.0,Director of Photography,Michael D. O'Shea
11,12110,Production,59979.0,Executive Producer,Peter Schindler
11,12110,Writing,67674.0,Screenplay,Rudy De Luca
11,12110,Writing,71303.0,Screenplay,Steve Haberman
12,21032,Production,488.0,Producer,Steven Spielberg
12,21032,Production,489.0,Producer,Kathleen Kennedy
12,21032,Writing,12061.0,Writer,Roger S.H. Schulman
12,21032,Directing,21879.0,Director,Simon Wells
12,21032,Writing,106850.0,Writer,Elana Lesser
12,21032,Writing,570268.0,Writer,Cliff Ruby
12,21032,Writing,991160.0,Writer,David Steven Cohen
12,21032,Visual Effects,1205985.0,Animation,Stephan Franck
12,21032,Visual Effects,1447385.0,Animation,Jean-Francois Rey
12,21032,Visual Effects,1447593.0,Animation,Mick De Falco
12,21032,Visual Effects,1448089.0,Animation,José Antonio García Villameriel
12,21032,Art,1451229.0,Background Designer,Luc Desmarchelier
12,21032,Crew,1457635.0,Special Effects,Leonard F.W. Green
12,21032,Visual Effects,1462665.0,Animation Manager,Harald Kraut
13,10858,Directing,1152.0,Director,Oliver Stone
13,10858,Writing,1152.0,Screenplay,Oliver Stone
13,10858,Production,5379.0,Producer,Dan Halsted
13,10858,Sound,491.0,Original Music Composer,John Williams
13,10858,Writing,17786.0,Screenplay,Stephen J. Rivele
13,10858,Camera,149.0,Director of Photography,Robert Richardson
13,10858,Editing,3189.0,Editor,Brian Berdan
13,10858,Production,1152.0,Producer,Oliver Stone
14,1408,Camera,2044.0,Director of Photography,Peter Levy
14,1408,Art,8383.0,Set Decoration,Maggie Gray
14,1408,Art,391.0,Production Design,Norman Garwood
14,1408,Production,3986.0,Executive Producer,Mario Kassar
14,1408,Production,7228.0,Producer,Joel B. Michaels
14,1408,Production,6044.0,Casting,Mindy Marin
14,1408,Production,10685.0,Producer,Laurence Mark
14,1408,Costume & Make-Up,14590.0,Costume Design,Enrico Sabbatini
14,1408,Directing,16938.0,Director,Renny Harlin
14,1408,Production,16938.0,Producer,Renny Harlin
14,1408,Production,22706.0,Producer,James Gorman
14,1408,Writing,22706.0,Story,James Gorman
14,1408,Writing,21203.0,Story,Michael Frost Beckner
14,1408,Writing,20061.0,Screenplay,Marc Norman
14,1408,Writing,1224549.0,Screenplay,Robert King
14,1408,Visual Effects,1368867.0,Special Effects Supervisor,Allen Hall
15,524,Directing,1032.0,Director,Martin Scorsese
15,524,Production,7170.0,Producer,Barbara De Fina
15,524,Camera,149.0,Director of Photography,Robert Richardson
15,524,Editing,3661.0,Editor,Thelma Schoonmaker
15,524,Production,2242.0,Casting,Ellen Lewis
15,524,Art,2366.0,Production Design,Dante Ferretti
15,524,Writing,1032.0,Screenplay,Martin Scorsese
15,524,Writing,7163.0,Screenplay,Nicholas Pileggi
15,524,Writing,7163.0,Novel,Nicholas Pileggi
15,524,Production,7531.0,Producer,Joseph P. Reidy
16,4584,Directing,1614.0,Director,Ang Lee
16,4584,Writing,32982.0,Novel,Jane Austen
16,4584,Writing,7056.0,Screenplay,Emma Thompson
16,4584,Production,11058.0,Producer,Lindsay Doran
16,4584,Production,2226.0,Executive Producer,Sydney Pollack
16,4584,Sound,9152.0,Music,Patrick Doyle
16,4584,Camera,7021.0,Director of Photography,Michael Coulter
16,4584,Production,948439.0,Co-Producer,Laurie Borg
17,5,Sound,3116.0,Original Music Composer,Combustible Edison
17,5,Art,3117.0,Production Design,Gary Frutkoff
17,5,Sound,3119.0,Sound Designer,Lance Brown
17,5,Directing,3110.0,Director,Allison Anders
17,5,Directing,3111.0,Director,Alexandre Rockwell
17,5,Directing,2294.0,Director,Robert Rodriguez
17,5,Directing,138.0,Director,Quentin Tarantino
17,5,Production,2545.0,Producer,Lawrence Bender
17,5,Production,138.0,Executive Producer,Quentin Tarantino
17,5,Production,3111.0,Executive Producer,Alexandre Rockwell
17,5,Production,3118.0,Casting,Russell Gray
17,5,Art,11423.0,Art Direction,Mayne Berke
17,5,Art,9042.0,Set Decoration,Sara Andrews
17,5,Writing,3110.0,Writer,Allison Anders
17,5,Writing,3111.0,Writer,Alexandre Rockwell
17,5,Writing,2294.0,Writer,Robert Rodriguez
17,5,Writing,138.0,Writer,Quentin Tarantino
17,5,Camera,77162.0,Director of Photography,Rodrigo García
17,5,Camera,3113.0,Director of Photography,Guillermo Navarro
17,5,Camera,3114.0,Director of Photography,Phil Parmet
17,5,Camera,3115.0,Director of Photography,Andrzej Sekula
17,5,Editing,1041072.0,Editor,Margaret Goodspeed
17,5,Editing,3121.0,Editor,Elena Maganini
17,5,Editing,156.0,Editor,Sally Menke
17,5,Editing,2294.0,Editor,Robert Rodriguez
17,5,Sound,1877413.0,Foley,David Gertz
17,5,Production,37334.0,Co-Producer,Paul Hellerman
17,5,Production,37335.0,Co-Producer,Scott Lambert
17,5,Production,37333.0,Co-Producer,Heidi Vogel
17,5,Sound,6940.0,Music Supervisor,Karyn Rachtman
17,5,Costume & Make-Up,62277.0,Costume Design,Susan L. Bertram
17,5,Costume & Make-Up,46589.0,Costume Design,Mary Claire Hannan
17,5,Art,1556697.0,Art Department Coordinator,Marisol Jiménez
17,5,Art,1395016.0,Construction Coordinator,Brian Markey
17,5,Art,1549015.0,Construction Foreman,Ray Maxwell
17,5,Art,1877352.0,Lead Painter,Marc Gillson
17,5,Art,1851725.0,Painter,Carlos A. Chavez
17,5,Art,1877353.0,Standby Painter,T.D. Donnelly
17,5,Camera,148455.0,First Assistant Camera,Ziad Doueiri
17,5,Camera,1708344.0,Key Grip,Rick Stribling
17,5,Camera,1877355.0,Grip,Elizabeth Bolden
17,5,Camera,56791.0,Steadicam Operator,Jonathan Brown
17,5,Costume & Make-Up,1547239.0,Costume Supervisor,Jacqueline Aronson
17,5,Costume & Make-Up,1877356.0,Costume Supervisor,Thomas G. Marquez
17,5,Costume & Make-Up,1745153.0,Hairstylist,Orlando
17,5,Costume & Make-Up,144146.0,Key Hair Stylist,Ermahn Ospina
17,5,Costume & Make-Up,1877357.0,Makeup Artist,Paul Starr
17,5,Crew,1851724.0,Carpenter,James C. Beeson
17,5,Crew,1877359.0,Choreographer,Sissy Boyd
17,5,Crew,1877360.0,Craft Service,Derek Hurd
17,5,Crew,1686379.0,Driver,Darrell Dubovsky
17,5,Crew,1877361.0,Post Production Assistant,Ben Parker
17,5,Art,1552012.0,Property Master,Lynda Reiss
17,5,Crew,1877363.0,Security,Nick Roberts
17,5,Crew,1877365.0,Set Medic,Patrice Carbaugh
17,5,Crew,1877361.0,Set Production Assistant,Ben Parker
17,5,Crew,1602889.0,Special Effects Coordinator,Paul Taglianetti
17,5,Crew,1877369.0,Stand In,Michael Boyce Harris
17,5,Crew,1877370.0,Transportation Captain,Dotti Thompson
17,5,Crew,1419160.0,Transportation Coordinator,P. Gerald Knight
17,5,Production,64744.0,Unit Production Manager,Debbie Hayn-Cass
17,5,Crew,1622121.0,Unit Publicist,Nancy Willen
17,5,Directing,71901.0,First Assistant Director,Douglas Aarniokoski
17,5,Directing,1120536.0,First Assistant Director,Fernando Altschul
17,5,Directing,1342669.0,Script Supervisor,Jayne-Ann Tenggren
17,5,Editing,1564233.0,Color Timer,Mike Stanwick
17,5,Editing,1877377.0,First Assistant Editor,Bob Allen
17,5,Editing,64315.0,First Assistant Editor,Erik C. Andersen
17,5,Lighting,1601800.0,Best Boy Electric,Edgar Arellano
17,5,Lighting,1877378.0,Electrician,Marcel DeJure
17,5,Lighting,1877379.0,Gaffer,Chuck Smith
17,5,Production,20540.0,Casting Associate,Randi Hiller
17,5,Production,1401374.0,Location Manager,Robert Earl Craft
17,5,Production,1877380.0,Production Accountant,Deborah Hebert
17,5,Production,1402054.0,Production Coordinator,Dawn Todd Curfman
17,5,Production,37334.0,Production Manager,Paul Hellerman
